id,venue_name,location,owner_url,city_name,phone_number,club_website,google_map,ra_followers,capacity,owner (source of truth),"most_listed_artists {name: string, url: string}","ra_venue_description (allow null, if not null { text: string, external link: {text: string, url: string}",venue_latitude,venue_longitude
18537,The Front Room Bar,"540 Streatham High Road, SW16 3QF, United Kingdom",https://ra.co/clubs/91253,,,,,,,,,,,
18538,Fu Manchu,"15-16 Lendal Terrace, Clapham, London, SW4 7UX",https://ra.co/clubs/107826,,,,,,,,,,,
18539,Fubar Stirling,"6 Maxwell Place, Stirling, Stirling FK8 1JU",https://ra.co/clubs/138313,,,,,,,,,,,
18540,Funktion Romford,"38 North Street, Romford, RM1 1BH",https://ra.co/clubs/180676,,,,,,,,,,,
18541,Funky Brownz - Crouch End,"5 Tottenham Lane, Crouch End, London, N8 9DJ.",https://ra.co/clubs/56417,,,,,,,,,,,
18542,Funky Buddha,15 Berkeley Street; Mayfair; London W1J 8DY; United Kingdom,https://ra.co/clubs/10650,,,,,,,,,,,
18543,The Funky Munky,25 Camberwell Church Street; Camberwell; London SE5 8TR; United Kingdom,https://ra.co/clubs/10002,,,,,,,,,,,
18544,The Furzedown,"118 Mitcham Lane, Tooting, London SW16 6NR",https://ra.co/clubs/86976,,,,,,,,,,,
18545,G-Shock East,"Unit 3, Dray Walk, Old Truman Brewery, 91 Brick Lane, London, E1 6QL",https://ra.co/clubs/76037,,,,,,,,,,,
18546,Gabeto Camden,The Stables Market  Chalk Farm Road  London NW1 8AH,https://ra.co/clubs/141258,,,,,,,,,,,
18547,The Gable & Cellar,"25 Moorgate, London, EC2R 2AR",https://ra.co/clubs/65282,,,,,,,,,,,
18548,Gallery,407 - 411 Hendon Way; Hendon; London NW4 3LH; United Kingdom,https://ra.co/clubs/26038,,,,,,,,,,,
18549,The Gallery,"Tileyard Rd, Kings Cross, London N7 9AH",https://ra.co/clubs/174331,,,,,,,,,,,
18550,Gallery 27,"Get directions 27 Cork St, Mayfair, London W1S",https://ra.co/clubs/23972,,,,,,,,,,,
18551,The Gallery Cafe,21 Old Ford Road Bethnal Green E2 9PL,https://ra.co/clubs/24320,,,,,,,,,,,
18552,[email protected],"Oxo Tower Wharf, Oxo Tower Wharf, Barge House St, London SE1 9PH, United Kingdom Street, South Bank, London, SE1 9PH",https://ra.co/clubs/146614,,,,,,,,,,,
18553,Galvanisers Union,"2 Devas Street, E3 3LL",https://ra.co/clubs/110238,,,,,,,,,,,
18554,Galvin at Windows,"22 Park Ln, Mayfair, London W1K 1BE, UK",https://ra.co/clubs/137952,,,,,,,,,,,
18555,The Game,"180-182 Earls Court Road, London, SW5 9QG",https://ra.co/clubs/105479,,,,,,,,,,,
18556,The Garage,20-22 Highbury Corner; Highbury N5 1RD; United Kingdom,https://ra.co/clubs/18075,,,,,,,,,,,
18557,Garbos,84 Victoria Park Rd; Cambridge Heath; London E9 7JL; United Kingdom,https://ra.co/clubs/16944,,,,,,,,,,,
18558,The Garden,"31 Knight's Hill, West Norwood, London SE27 0HS",https://ra.co/clubs/149328,,,,,,,,,,,
18559,The Garden,41 Bramley Road; Notting Hill; London W10 6SZ; United Kingdom,https://ra.co/clubs/50235,,,,,,,,,,,
18560,Garden Bar SE1,"42 Newington Causeway, London SE1 6DR London",https://ra.co/clubs/151217,,,,,,,,,,,
18561,"The Garden Bar, Royal Bar","175 High Street,  Bromley BR1 1NN",https://ra.co/clubs/191735,,,,,,,,,,,
18562,Garon Park,"Eastern Avenue, Southend on Sea, Essex. SS2 4PT",https://ra.co/clubs/122100,,,,,,,,,,,
18563,The Gate,"87 Notting Hill Gate, London, W11 3JZ",https://ra.co/clubs/85248,,,,,,,,,,,
18564,The Gateway Pavilions,"The Gateway Pavilions, Peninsula Square Greenwich Peninsula, London, SE10 0SQ",https://ra.co/clubs/150577,,,,,,,,,,,
18565,Gem,"10 Beak Street, Soho, London",https://ra.co/clubs/124540,,,,,,,,,,,
18566,Generator Hostel London,"37 Tavistock Place, Russell Square, London, WC1H 9SE",https://ra.co/clubs/43093,,,,,,,,,,,
18567,The Gentlemen Baristas,"63 Union St, London SE1 1SG, UK",https://ra.co/clubs/153817,,,,,,,,,,,
18568,George IV Musicbar,144 Brixton Hill; Brixton; London SW2 1SD; United Kingdom,https://ra.co/clubs/52618,,,,,,,,,,,
18569,The George Orwell,382 Essex Road; Islington; London N1 3PF; United Kingdom,https://ra.co/clubs/27581,,,,,,,,,,,
18570,The George Tavern,373 Commercial Road; Whitechapel; London E1 0LA; United Kingdom,https://ra.co/clubs/13321,,,,,,,,,,,
18571,The German Deli Hackney Wick,"Unit 4, Hamlet Industrial Estate 96 White Post Lane London E9 5EN",https://ra.co/clubs/124264,,,,,,,,,,,
18572,The Ghetto,"58 Old Street, London, EC1V 9AJ",https://ra.co/clubs/15341,,,,,,,,,,,
18573,Ghost,113 - 117 Farringdon Road; The City; London EC1R 3BX; United Kingdom,https://ra.co/clubs/14844,,,,,,,,,,,
18574,Ghost,7-11 Queensberry Place; South Kensington; London SW7 2DL; United Kingdom,https://ra.co/clubs/17886,,,,,,,,,,,
18575,Ghost Notes,"Floors 5, Peckham Multi-Storey Car Park 95a Rye Lane London SE15 4ST, United Kingdom",https://ra.co/clubs/143371,,,,,,,,,,,
18576,Giant Robot,"Crossrail Place, London E14 5AR",https://ra.co/clubs/144635,,,,,,,,,,,
18577,Giant Steps,"The Amphitheatre, Hackney Bridge, Echo Building, London E15 2SJ",https://ra.co/clubs/188637,,,,,,,,,,,
18578,Gibson Hall,13 Bishopsgate; The City; London EC2N 3BA; United Kingdom,https://ra.co/clubs/3006,,,,,,,,,,,
18579,Gigalum,7 Cavendish Parade; Clapham South; London SW4 9DW; United Kingdom,https://ra.co/clubs/12870,,,,,,,,,,,
18580,Gigi's Hoxton,"11 Hoxton Square, Hackney, London N1 6NU",https://ra.co/clubs/167573,,,,,,,,,,,
18581,Gilgamesh,"The Stables Market  Chalk Farm Road, London NW1 8AH",https://ra.co/clubs/61001,,,,,,,,,,,
18582,Gillett Square,"Gillett Square, London E8 2NB",https://ra.co/clubs/77995,,,,,,,,,,,
18583,Gilt Bar,78 Venn St; Clapham Common; London SW4 0BD; United Kingdom,https://ra.co/clubs/22699,,,,,,,,,,,
18584,Giltlondon,"14 New London Street, London, EC3R 7NA",https://ra.co/clubs/75014,,,,,,,,,,,
18585,Ginglik,1 Shepherds Bush Green; Shepherds Bush; London W12 8PH; United Kingdom,https://ra.co/clubs/935,,,,,,,,,,,
18586,The Gladstone Arms,"64 Lant Street, London, SE1 1QN, United Kingdom",https://ra.co/clubs/162263,,,,,,,,,,,
18587,Glam Shoreditch,"256 – 260 Old Street, London, EC1V 9DD",https://ra.co/clubs/187436,,,,,,,,,,,
18588,Glitch Bar,"2-4 Paul St, London EC2A 4JH",https://ra.co/clubs/187674,,,,,,,,,,,
18589,Glo Glo's,"54-56 Great Eastern St, London EC2A 3QR",https://ra.co/clubs/39676,,,,,,,,,,,
18590,The Globe,"103 Talbot Rd, London W11 2AT",https://ra.co/clubs/59825,,,,,,,,,,,
18591,The Glory,"281 Kingsland Road, London, E2 8AS",https://ra.co/clubs/115505,,,,,,,,,,,
18592,The Glove That Fits,"179 Morning Lane, Hackney, E96LH, United Kingdom",https://ra.co/clubs/147611,,,,,,,,,,,
18593,Glow Lounge,6 Cavendish Parade; Clapham Common South Side; London SW4 9DW,https://ra.co/clubs/30232,,,,,,,,,,,
18594,Goals Sports Bar,"Elmers End Road, Elmers End, Beckenham, BR3 4EJ",https://ra.co/clubs/58006,,,,,,,,,,,
18595,The Goat Chelsea,"333 Fulham Road, Chelsea, London SW10 9QL",https://ra.co/clubs/92979,,,,,,,,,,,
18596,Goethe Institute,50 Princes Gate; Knightsbridge; London SW7 2PH; United Kingdom,https://ra.co/clubs/23386,,,,,,,,,,,
18597,Gold Bar,"125 Stoke Newington Church Street, London N16 0UH",https://ra.co/clubs/23990,,,,,,,,,,,
18598,Golden Anchor,"16 Evelina Road, SE15 2DX",https://ra.co/clubs/108324,,,,,,,,,,,
18599,Golden Bee,Singer street EC1V 9DD,https://ra.co/clubs/63886,,,,,,,,,,,
18600,Golden Cabinet,"39a Kirkgate, Shipley, BD18 3EH",https://ra.co/clubs/135255,,,,,,,,,,,
18601,The Golden Flame - (North Greenwich Pier - O2),SE10 0PE,https://ra.co/clubs/138194,,,,,,,,,,,
18602,Golden Grill Bar,"184 Hackney Road, E2 7QL",https://ra.co/clubs/62095,,,,,,,,,,,
18603,Golden Jubilee & Yacht Club,Temple Pier; Embankment; London WC2R 2PN; United Kingdom,https://ra.co/clubs/1349,,,,,,,,,,,
18604,Golden Palace,"Unit 38 Hastings Wood Trading Estate, Harbet Road, London N18 3HT",https://ra.co/clubs/79184,,,,,,,,,,,
18605,Goldsmiths University Union,Dixon Road; New Cross; London SE14 6NW; United Kingdom,https://ra.co/clubs/8027,,,,,,,,,,,
18606,The Good Ship,289 Kilburn High Road; Kilburn; London NW6 7JR; United Kingdom,https://ra.co/clubs/8476,,,,,,,,,,,
18607,Goodness Brewing Company,"5a Clarendon Yard, Coburg Road, London N22 6TZ",https://ra.co/clubs/177402,,,,,,,,,,,
18608,Goods Way,"11 Goods Way, London N1C 4DP",https://ra.co/clubs/198452,,,,,,,,,,,
18609,Gorilla,"54-56 Whitworth St, Manchester M1 5WW",https://ra.co/clubs/178031,,,,,,,,,,,
18610,The Gowlett,"62 Gowlett Arms, Peckham Rye, SE15 4HY",https://ra.co/clubs/77813,,,,,,,,,,,
18611,Grace,"42-44 Great Windmill Street, London, W1D 7NB",https://ra.co/clubs/40086,,,,,,,,,,,
18612,The Grace,"20-22 Highbury Corner, London, N5 1RD, United Kingdom",https://ra.co/clubs/179705,,,,,,,,,,,
18613,Grace Hall,"147 Leadenhall St, London EC3V 4QT, United Kingdom",https://ra.co/clubs/173298,,,,,,,,,,,
18614,The Grafton,"20 Prince of Wales Road, London NW5 3LG",https://ra.co/clubs/87125,,,,,,,,,,,
18615,The Gramaphone,60-62 Commercial St; Shoreditch; London E1 6LT; United Kingdom,https://ra.co/clubs/2951,,,,,,,,,,,
18616,Grand Central,93 Great Eastern Street; Shoreditch; London EC2A 3HZ; United Kingdom,https://ra.co/clubs/2238,,,,,,,,,,,
18617,Grand Elektra,53 Robertson street,https://ra.co/clubs/128708,,,,,,,,,,,
18618,The Grand Junction Arms,Canal Bridge; Harlesden; London NW10 7AD; United Kingdom,https://ra.co/clubs/18886,,,,,,,,,,,
18619,The Grand Union Brixton,"123 Acre Lane, London SW2 5UA",https://ra.co/clubs/51299,,,,,,,,,,,
18620,Grand Union Chancery Lane,"2 Cursitor St, London EC4A 1NE",https://ra.co/clubs/112161,,,,,,,,,,,
18621,Grand Union Farringdon,"55 Charterhouse Street, Faringdon, London, EC1M 6HA",https://ra.co/clubs/50203,,,,,,,,,,,
18622,Grand Union Kennington,"111 Kennington Road, London, SE11 6SF",https://ra.co/clubs/63925,,,,,,,,,,,
18623,Grand Union Wandsworth,"96 Wandsworth High Street, SW18 4LB",https://ra.co/clubs/51298,,,,,,,,,,,
18624,Grandad's Shed at Little Nan's Bar,"Arch 15, Deptford Market Yard, SE8 4BX",https://ra.co/clubs/190792,,,,,,,,,,,
18625,Graphic Bar,4 Golden Square; Soho; London W1F 4HT; United Kingdom,https://ra.co/clubs/16634,,,,,,,,,,,
19744,The Quays,"471 Holloway Road, London, N7 6LE",https://ra.co/clubs/72161,,,,,,,,,,,
18626,The Grass Hopper Tilgate,Ashdown Drive Tilgate Crawley RH10 5EU,https://ra.co/clubs/147469,,,,,,,,,,,
18627,Graveney & Meadow,"40 Mitcham Road, Tooting SW17 9NA",https://ra.co/clubs/128170,,,,,,,,,,,
18628,Great Eastern Hotel,40 Liverpool Street; The City; London EC2M 7QN; United Kingdom,https://ra.co/clubs/2438,,,,,,,,,,,
18629,Great Eastern Warehouse,"84-86 Great Eastern Street, London EC2A 3JL",https://ra.co/clubs/36262,,,,,,,,,,,
18630,The Great Exhibition,"193 Crystal Palace Road, East Dulwich, London, SE22 9EP",https://ra.co/clubs/69616,,,,,,,,,,,
18631,Great Suffolk St Warehouse,"29 Great Suffolk St, Southwark, London SE1 0NS",https://ra.co/clubs/39364,,,,,,,,,,,
18632,Green Acres,"Sandy Ln, Horspath, Oxford OX33 1TF",https://ra.co/clubs/187688,,,,,,,,,,,
18633,Green and Red Bar basement,51 Bethnal Green Rd; Bethnal Green; London E2 6LA; United Kingdom,https://ra.co/clubs/10032,,,,,,,,,,,
18634,Green Carnation,5 Greek Street; Soho; London W1D 4DD; United Kingdom,https://ra.co/clubs/30488,,,,,,,,,,,
18635,Green House London,"Unit 1 Hamlet industrial estate E9 5EN London, United Kingdom",https://ra.co/clubs/170513,,,,,,,,,,,
18636,The Green Man,High Street Potters Bar EN6 5DB,https://ra.co/clubs/12506,,,,,,,,,,,
18637,Green Note,"106 Parkway, Camden, London NW1 7AN",https://ra.co/clubs/73879,,,,,,,,,,,
18638,The Green Room,45a Goldhawk Road; Shepherds Bush; London W12 8JH; United Kingdom,https://ra.co/clubs/24490,,,,,,,,,,,
18639,The Green Vic,"The Green Vic, 46 Great Eastern St, Shoreditch, London EC2A 3EP",https://ra.co/clubs/172911,,,,,,,,,,,
18640,Greenwich Peninsula,"Greenwich Peninsula, London SE10 0AX",https://ra.co/clubs/103402,,,,,,,,,,,
18641,The Greenwich Pensioner,28 Bazely Street Poplar London E14 0ES,https://ra.co/clubs/136493,,,,,,,,,,,
18642,The Greenwich Pensioner,"28 Bazely St, Poplar, London E14 0ES",https://ra.co/clubs/136492,,,,,,,,,,,
18643,Greenwich Pier,"Greenwich Pier, SE10 9JH",https://ra.co/clubs/76793,,,,,,,,,,,
18644,Gremio de Brixton,"St. Matthew's Church Brixton, Effra Rd, London, SW2 1JF",https://ra.co/clubs/77413,,,,,,,,,,,
18645,Greyhound Bar,"151-153 Greyhound Lane, London, SW16 5NJ",https://ra.co/clubs/41645,,,,,,,,,,,
18646,Griff Inn,BLSA Building Newark Street London E1 2AT,https://ra.co/clubs/130198,,,,,,,,,,,
18647,The Griffin,93 Leonard Street; Shoreditch; London EC2A 4RD; United Kingdom,https://ra.co/clubs/13580,,,,,,,,,,,
18648,Grill Room,68 Regent street; Mayfair; London W1B 5EL; United Kingdom,https://ra.co/clubs/3084,,,,,,,,,,,
18649,Grind,"642 Wandsworth Road, Clapham, London, SW8 3JW",https://ra.co/clubs/72221,,,,,,,,,,,
18650,GRL GYM,"Unit 5, 29 White Post Ln, Hackney Wick, London E9 5EN",https://ra.co/clubs/168297,,,,,,,,,,,
18651,The Grosvenor,"17 Sidney Road, Brixton, SW9 0TP",https://ra.co/clubs/15978,,,,,,,,,,,
18652,Grosvenor Chapel,"24 South Audley St, Mayfair, London W1K 2PA, UK",https://ra.co/clubs/155308,,,,,,,,,,,
18653,Grotto Outre,"Unit 104, 134-146 Curtain Road, London, EC2A 3AR",https://ra.co/clubs/111540,,,,,,,,,,,
18654,The Groucho Club,"45 Dean Street, London W1D 4QB, United Kingdom",https://ra.co/clubs/175603,,,,,,,,,,,
18655,Ground 281,"281 Kingsland Road, E2 8AS",https://ra.co/clubs/84257,,,,,,,,,,,
18656,The Grove Sw19,2 Morden Road; South Wimbledon; London SW19,https://ra.co/clubs/41966,,,,,,,,,,,
18657,Grow,98C Wallis Road; Main Yard; London E9 5LN,https://ra.co/clubs/94507,,,,,,,,,,,
18658,Grow Tottenham,"Ashley House, Ashley Rd, London N17 9LZ, UK",https://ra.co/clubs/148468,,,,,,,,,,,
18659,Guanabara,Parker Street; Holborn; London WC2B 5PW; United Kingdom,https://ra.co/clubs/8207,,,,,,,,,,,
18660,Guerrilla Bar,85-87 Tooting High Street,https://ra.co/clubs/122638,,,,,,,,,,,
18661,Guest Projects,"Sunbury House, 1 Andrews Road, E8 4QL Londres",https://ra.co/clubs/131014,,,,,,,,,,,
18662,Guildhall Basement Bar at Sundial Court,"38-42 Chiswell St, London EC1Y 4SB",https://ra.co/clubs/193246,,,,,,,,,,,
18663,Gulen's Bar,"173 Brockley Road, London, SE4 2RS",https://ra.co/clubs/67160,,,,,,,,,,,
18664,The Gun,"235 Well St, London E9 6RG",https://ra.co/clubs/99850,,,,,,,,,,,
18665,The Gunmakers,"13 Eyre Street Hill, London, EC1R 5ET",https://ra.co/clubs/119459,,,,,,,,,,,
18666,The Gunners,"204 Blackstock Rd, London N5 1EN, United Kingdom",https://ra.co/clubs/166797,,,,,,,,,,,
18667,Gunnersbury Park,"Gunnersbury Park, London W3 8LQ, UK",https://ra.co/clubs/66670,,,,,,,,,,,
18668,Gutter,"Nelsons Retreat, 1 Vince St, Old St, Hoxton, London EC1V 9HB",https://ra.co/clubs/184543,,,,,,,,,,,
18669,Guy's Bar,"Boland House, Guy’s Campus, London SE1 9RT",https://ra.co/clubs/51648,,,,,,,,,,,
18670,Habit,"18 Kentish Town Rd, Camden Town, London NW1 9NX, United Kingdom",https://ra.co/clubs/179005,,,,,,,,,,,
18671,Hackney Arts Centre,"13 Stoke Newington Rd, Stoke Newington, London N16 8BH, UK",https://ra.co/clubs/157162,,,,,,,,,,,
18672,Hackney Attic,"270 Mare Street, Hackney, London, E1 1HE",https://ra.co/clubs/54567,,,,,,,,,,,
18673,Hackney Central,The Former Railway Station; Amhurst Road; London Fields; London E8 1LL; United Kingdom,https://ra.co/clubs/1577,,,,,,,,,,,
18674,Hackney Church,"St John at Hackney, Lower Clapton Rd, London E5 0PD",https://ra.co/clubs/186122,,,,,,,,,,,
18675,Hackney Downs Park,"Downs Park Rd, London E5 8NP",https://ra.co/clubs/82446,,,,,,,,,,,
18676,Hackney Downs Studios,1 Downs Road; Shacklewell; London E5 8QJ; United Kingdom,https://ra.co/clubs/54246,,,,,,,,,,,
18677,Hackney Empire,"Hackney Empire 291 Mare Street, E8 1EJ",https://ra.co/clubs/49254,,,,,,,,,,,
18678,Hackney House,"25-27 Curtain Road, Hackney, London, EC2A 3LT, United Kingdom",https://ra.co/clubs/126275,,,,,,,,,,,
18679,Hackney Picturehouse,270 Mare Street; London E8 1HE; United Kingdom,https://ra.co/clubs/66970,,,,,,,,,,,
18680,Hackney Showroom,"Hackney Downs Studio, Amhurst Terrace London, England, E8 2BT",https://ra.co/clubs/132843,,,,,,,,,,,
18681,The Hackney Social,"Unit 11 Bohemia Place, E8 1DU",https://ra.co/clubs/187264,,,,,,,,,,,
18682,Hackney Trashbar,"175B Stoke Newington Road, N16 8BP, London",https://ra.co/clubs/60157,,,,,,,,,,,
18683,Hackney Wick Underground,"Unit 3, 66-78 White Post Ln, London E9 5EN",https://ra.co/clubs/189404,,,,,,,,,,,
18684,The Haggerston,"438 Kingsland Rd, London, E8 4AA",https://ra.co/clubs/34076,,,,,,,,,,,
18685,Haggerston Park,"Audrey Street, Off Goldsmith's Row, Shoreditch, E2 8QH",https://ra.co/clubs/76182,,,,,,,,,,,
18686,Hainault Forest Country Park,"Hainault Forest Country Park, Romford Road, Grange Hill, Chigwell, London ,IG7 4QN",https://ra.co/clubs/11873,,,,,,,,,,,
18687,Hakkasan,"8 Hanway Place, London W1T 1HD, United Kingdom",https://ra.co/clubs/183033,,,,,,,,,,,
18688,The Half Moon,10 Half Moon Lane; Herne Hill; London SE24 9HU; United Kingdom,https://ra.co/clubs/9422,,,,,,,,,,,
18689,The Half Moon,"93 Lower Richmond Road, Putney, London, SW15 1EU",https://ra.co/clubs/73452,,,,,,,,,,,
18690,Hallmark Hotels,"680 Purley Way, Croydon, CR9 4LT",https://ra.co/clubs/127624,,,,,,,,,,,
18691,Halo Bar,317 Battersea Park Road; Battersea; London SW11 4LT; United Kingdom,https://ra.co/clubs/2139,,,,,,,,,,,
18692,The Hamlet,"10 Streatham High Road, London, SW16 1DB, United Kingdom",https://ra.co/clubs/96662,,,,,,,,,,,
18693,Hammerschlagen,"79 Stoke Newington Road, London, N16 8AD",https://ra.co/clubs/109435,,,,,,,,,,,
18694,Hammersmith Apollo,"45 Queen Caroline St, London, W6 9QH",https://ra.co/clubs/23719,,,,,,,,,,,
18695,The Hammersmith Club,"11 Rutland Grove, London W6 9DH",https://ra.co/clubs/105844,,,,,,,,,,,
18696,Hammersmith Palais,230 Shepherds Bush Road; Hammersmith; London W6 7NL; United Kingdom,https://ra.co/clubs/2549,,,,,,,,,,,
18697,Hammersmith Town Hall,177 King Street; London; W6 9JT,https://ra.co/clubs/85081,,,,,,,,,,,
18698,The Hampshire Hog,"227 Kings Street, London W6 9JT",https://ra.co/clubs/71849,,,,,,,,,,,
18699,HAN,"1 High Street, KT3 4DQ London",https://ra.co/clubs/130607,,,,,,,,,,,
18700,Hand in Hand,"New Park Road, Brixton, SW2 4EN, England",https://ra.co/clubs/141974,,,,,,,,,,,
18701,Hand of Glory,"240 Amhurst Rd, Hackney Downs, London E8 2BS, United Kingdom",https://ra.co/clubs/164966,,,,,,,,,,,
18702,Hangar,"2-18 Warburton Rd, London E8 3FN",https://ra.co/clubs/144918,,,,,,,,,,,
18703,The Hanway,Basement 20 Hanway Street London W1T1UG,https://ra.co/clubs/192097,,,,,,,,,,,
18704,The Hanway Bar,20 Hanway Street,https://ra.co/clubs/138654,,,,,,,,,,,
18705,The Hanway Social Club,20 Hanway Street London W1t 1UG,https://ra.co/clubs/124341,,,,,,,,,,,
18706,The Hare & Hounds E10,"278 Lea Bridge Rd, London, E10 7LD, United Kingdom",https://ra.co/clubs/178807,,,,,,,,,,,
18707,The Harison,"28 Harison Street, London WC1H 8JF",https://ra.co/clubs/140802,,,,,,,,,,,
18708,Harlem,78 Westbourne Grove; Westbourne Green; London W2 5RT; United Kingdom,https://ra.co/clubs/14751,,,,,,,,,,,
18709,Harlem Soul,"205 City Road, Hoxton, London, EC1V 1JN, United Kingdom",https://ra.co/clubs/176338,,,,,,,,,,,
18710,Harlesden Picture Palace,"26 Manor Park Rd, Brent Park, London NW10 4JJ",https://ra.co/clubs/107409,,,,,,,,,,,
18711,Harrington Club,"17A Harrington Rd, London, SW7 3ES",https://ra.co/clubs/58168,,,,,,,,,,,
18712,Hat Factory - The Basement,"65-67 Bute St, Luton, LU1 2EY, United Kingdom",https://ra.co/clubs/180268,,,,,,,,,,,
18713,The Hatch,"25-26 Lime Street, London EC3M7HR",https://ra.co/clubs/78723,,,,,,,,,,,
18714,Hatch Club,"23 Lewisham Way, New Cross, London SE14 6PP, United Kingdom",https://ra.co/clubs/174530,,,,,,,,,,,
18715,Hatfield House,"Estate Office House, Hatfield AL9 5NQ",https://ra.co/clubs/77358,,,,,,,,,,,
18716,Haugen Rooftop,"9 Endeavour Square, London E20 1JN",https://ra.co/clubs/198132,,,,,,,,,,,
18717,Haunt,"182 Stoke Newington Rd, London, N16 7UY",https://ra.co/clubs/114457,,,,,,,,,,,
18718,Hawker House,"Canada St, London SE16 7P",https://ra.co/clubs/137584,,,,,,,,,,,
18719,Hawley Arms,"2 Castlehaven Road, London, Camden, London NW1 8QU",https://ra.co/clubs/145596,,,,,,,,,,,
18720,Hawley Wharf,"Hawley Wharf, Waterside Halls, Chalk Farm Rd, London, NW1 8AA.",https://ra.co/clubs/191455,,,,,,,,,,,
18721,Hearn Street Car Park,7-11 Hearn St; Shoreditch; London EC2A 3LS; United Kingdom,https://ra.co/clubs/4838,,,,,,,,,,,
18722,The Heartbreak Hotel,"The Jetty, Greenwich Peninsula, London, SE10 0FL",https://ra.co/clubs/107360,,,,,,,,,,,
18723,Heath Street Baptist Church,"84 Heath St, London NW3 1DN",https://ra.co/clubs/151310,,,,,,,,,,,
18724,The Heathcote and Star,"344 Grove Green Rd, London E11 4EA",https://ra.co/clubs/142167,,,,,,,,,,,
18725,Heaven,11 The Arches; Villiers St; Charing Cross; London WC2N 6NG; United Kingdom,https://ra.co/clubs/274,,,,,,,,,,,
18726,Hed Kandi Bar,38 Clapham High Street; Clapham; London SW4 7UR; United Kingdom,https://ra.co/clubs/51311,,,,,,,,,,,
18727,Her Upstairs,"18 Kentish Town Rd, London NW1, UK",https://ra.co/clubs/130679,,,,,,,,,,,
18728,Herbal,10 - 14 Kingsland Road; Shoreditch; London E2 8DA; United Kingdom,https://ra.co/clubs/683,,,,,,,,,,,
18729,The Herbert Chapman,"274 Holloway Road, London N7 6NE",https://ra.co/clubs/36804,,,,,,,,,,,
18730,HERE,"Denmark Street, London WC2H",https://ra.co/clubs/198052,,,,,,,,,,,
18731,Heritage Inn,"301 Cricklewood Broadway, London NW2 6PG",https://ra.co/clubs/33338,,,,,,,,,,,
18732,Heroes Bar,"147 Kentish Town Rd, London, NW1 8PB",https://ra.co/clubs/44542,,,,,,,,,,,
18733,Hersham Social Club,"128 Hersham Road, Walton-on-Thames, Surrey KT12 5QL",https://ra.co/clubs/179684,,,,,,,,,,,
18734,The Hertford Corn Exchange,"39 Fore St, Hertford SG14 1AL, UK",https://ra.co/clubs/180423,,,,,,,,,,,
18735,Hertfordshire Showground,St Albans AL3 7PT,https://ra.co/clubs/193594,,,,,,,,,,,
18736,Herts County Showground,"Dunstable Rd, St Albans AL3 7PT",https://ra.co/clubs/188482,,,,,,,,,,,
18737,Hewitt Street Car Park,Corner of Hearn Street and Plough Yard; Shoreditch; London EC2A 3LS; United Kingdom,https://ra.co/clubs/10517,,,,,,,,,,,
18738,Hi Sushi Salsa,3a Camden Wharf; Camden Town; London NW1 7BY; United Kingdom,https://ra.co/clubs/6270,,,,,,,,,,,
18739,Hidden,100 Tinworth Street; Vauxhall; London SE11 5EQ; United Kingdom,https://ra.co/clubs/2875,,,,,,,,,,,
18740,The Hidden Room,7-11 Hearn Street;  Shoreditch; London EC2A 3LS; United Kingdom,https://ra.co/clubs/75363,,,,,,,,,,,
18741,Hidden Sounds,"89 Ridley Road, First Floor E8 2NH London, UK",https://ra.co/clubs/187774,,,,,,,,,,,
18742,Hidden Sounds,"144 Cambridge Heath Rd, Bethnal Green, London E1 5QP, United Kingdom",https://ra.co/clubs/178189,,,,,,,,,,,
18743,Hide London,"91 Jermyn Street, Mayfair, SW1Y 6JB",https://ra.co/clubs/73937,,,,,,,,,,,
18744,Hideaway,"2 Empire Mews, Stanthorpe Road, SW16 2BF, London",https://ra.co/clubs/62986,,,,,,,,,,,
18745,The Hideaway,"3 Constable Crescent, London, N15 4QZ, United Kingdom",https://ra.co/clubs/73645,,,,,,,,,,,
18746,The Hideaway,"114 Junction Rd, London, N19 5LB",https://ra.co/clubs/51742,,,,,,,,,,,
18747,Hideout,29 Weston St London Bridge SE1 2RR,https://ra.co/clubs/35641,,,,,,,,,,,
18748,High Road House,"162-166 Chiswick High Rd, Chiswick, London W4 1PR",https://ra.co/clubs/143029,,,,,,,,,,,
18749,Hippodrome,"Cranbourn St, Leicester Square, London WC2H 7JH",https://ra.co/clubs/89216,,,,,,,,,,,
18750,The Hippodrome (Kingston),1 St James Road Kingston Upon Thames Surrey KT1 2AH,https://ra.co/clubs/40265,,,,,,,,,,,
18751,Hipsta,"Tower Bridge, 224B Tower Bridge Rd, Greater London, SE1 2UP",https://ra.co/clubs/58662,,,,,,,,,,,
18752,The Hive,"260-264 Kingsland Road, London, E8 4DG, UK",https://ra.co/clubs/109744,,,,,,,,,,,
18753,The Hive,"48 High Street, kt1 1hn, Kingston Upon Thames",https://ra.co/clubs/142922,,,,,,,,,,,
18754,Hive Bar,11-13 Brixton Station Road; Brixton; London SW9 8PA; United Kingdom,https://ra.co/clubs/6138,,,,,,,,,,,
18755,The Hive of Vyner St,"286-290 Cambridge Heath Rd, London E2 9DA, UK",https://ra.co/clubs/138266,,,,,,,,,,,
18756,The Hive Project,"Unit 2A Queen's Yard, White Post Lane; Hackney Wick E9 5EN; United Kingdom",https://ra.co/clubs/77606,,,,,,,,,,,
